day,vehicle,CA,CB,CC,CD,CE
1,582,CA4,CB2,CC6,CD3,CE9
1,583,CA2,CB2,CC6,CD5,CE9
1,584,CA1,CB1,CC5,CD3,CE2
1,585,CA1,CB2,CC6,CD5,CE9
1,586,CA2,CB2,CC2,CD3,CE7
1,587,CA1,CB2,CC7,CD5,CE9
1,588,CA2,CB2,CC2,CD2,CE6
1,589,CA1,CB1,CC4,CD3,CE6
1,590,CA1,CB2,CC2,CD3,CE3
1,591,CA8,CB3,CC5,CD5,CE9
1,592,CA2,CB2,CC7,CD5,CE6
1,593,CA5,CB3,CC5,CD2,CE9
1,594,CA7,CB3,CC2,CD3,CE6
2,1,CA4,CB2,CC6,CD5,CE8
2,2,CA1,CB2,CC2,CD5,CE6
2,3,CA2,CB2,CC6,CD3,CE9
2,4,CA4,CB2,CC4,CD3,CE7
2,5,CA5,CB2,CC6,CD6,CE9
2,6,CA4,CB2,CC2,CD5,CE2
2,7,CA7,CB2,CC4,CD6,CE4
2,8,CA7,CB2,CC6,CD3,CE6
2,9,CA8,CB1,CC3,CD5,CE9
2,10,CA1,CB2,CC2,CD5,CE6
2,11,CA8,CB2,CC7,CD2,CE9
2,12,CA4,CB2,CC2,CD3,CE3
2,13,CA8,CB3,CC7,CD6,CE8
2,14,CA6,CB3,CC6,CD3,CE7
2,15,CA8,CB2,CC2,CD2,CE2
2,16,CA7,CB2,CC3,CD5,CE9
2,17,CA4,CB2,CC7,CD5,CE9
2,18,CA5,CB2,CC7,CD5,CE6
2,19,CA4,CB2,CC5,CD2,CE8
2,20,CA4,CB2,CC3,CD5,CE7
2,21,CA2,CB3,CC2,CD1,CE9
2,22,CA5,CB2,CC1,CD3,CE6
2,23,CA6,CB3,CC4,CD6,CE8
2,24,CA2,CB2,CC5,CD6,CE6
2,25,CA5,CB2,CC6,CD3,CE6
2,26,CA1,CB3,CC3,CD3,CE8
2,27,CA2,CB2,CC4,CD6,CE9
2,28,CA1,CB2,CC3,CD6,CE9
2,29,CA8,CB2,CC2,CD1,CE6
2,30,CA1,CB1,CC4,CD6,CE9
2,31,CA2,CB2,CC6,CD5,CE6
2,32,CA6,CB2,CC4,CD6,CE6
2,33,CA1,CB1,CC2,CD3,CE6
2,34,CA8,CB3,CC6,CD2,CE7
2,35,CA6,CB2,CC2,CD5,CE6
2,36,CA8,CB1,CC3,CD6,CE9
2,37,CA5,CB3,CC2,CD2,CE7
2,38,CA3,CB2,CC4,CD2,CE3
2,39,CA5,CB2,CC2,CD3,CE7
2,40,CA8,CB2,CC2,CD3,CE7
2,41,CA5,CB2,CC7,CD1,CE8
2,42,CA2,CB1,CC2,CD6,CE8
2,43,CA8,CB2,CC6,CD2,CE9
2,44,CA4,CB1,CC2,CD5,CE9
2,45,CA1,CB2,CC7,CD3,CE3
2,46,CA2,CB2,CC7,CD5,CE7
2,47,CA3,CB3,CC2,CD1,CE9
2,48,CA8,CB3,CC6,CD2,CE8
2,49,CA4,CB2,CC4,CD2,CE7
2,50,CA4,CB2,CC2,CD3,CE8
2,51,CA3,CB2,CC5,CD5,CE7
2,52,CA8,CB3,CC6,CD5,CE6
2,53,CA8,CB3,CC4,CD2,CE8
2,54,CA8,CB1,CC2,CD2,CE3
2,55,CA4,CB2,CC5,CD5,CE8
2,56,CA8,CB3,CC7,CD5,CE9
2,57,CA7,CB1,CC4,CD2,CE6
2,58,CA6,CB3,CC2,CD3,CE8
2,59,CA2,CB1,CC1,CD5,CE9
2,60,CA2,CB1,CC2,CD6,CE8
2,61,CA2,CB2,CC2,CD3,CE9
2,62,CA8,CB2,CC2,CD3,CE9
2,63,CA3,CB3,CC7,CD3,CE6
2,64,CA4,CB2,CC2,CD5,CE8
2,65,CA5,CB2,CC2,CD3,CE6
2,66,CA7,CB2,CC6,CD2,CE2
2,67,CA8,CB2,CC5,CD2,CE9
2,68,CA1,CB2,CC2,CD3,CE7
2,69,CA4,CB2,CC2,CD2,CE8
2,70,CA8,CB3,CC2,CD6,CE3
2,71,CA7,CB2,CC1,CD3,CE3
2,72,CA1,CB2,CC4,CD3,CE8
2,73,CA1,CB1,CC2,CD2,CE8
2,74,CA3,CB2,CC6,CD2,CE6
2,75,CA1,CB2,CC6,CD3,CE4
2,76,CA4,CB2,CC6,CD2,CE9
2,77,CA1,CB2,CC4,CD1,CE9
2,78,CA6,CB2,CC3,CD6,CE6
2,79,CA2,CB2,CC2,CD3,CE6
2,80,CA6,CB3,CC6,CD6,CE6
2,81,CA1,CB3,CC7,CD3,CE9
2,82,CA8,CB3,CC4,CD6,CE9
2,83,CA8,CB2,CC4,CD2,CE4
2,84,CA4,CB2,CC2,CD5,CE3
2,85,CA2,CB2,CC6,CD3,CE6
2,86,CA2,CB2,CC5,CD1,CE6
2,87,CA4,CB3,CC4,CD6,CE6
2,88,CA1,CB2,CC7,CD2,CE8
2,89,CA6,CB2,CC6,CD6,CE9
2,90,CA4,CB2,CC7,CD5,CE9
2,91,CA4,CB2,CC6,CD1,CE9
2,92,CA7,CB2,CC5,CD3,CE6
2,93,CA6,CB2,CC6,CD3,CE3
2,94,CA8,CB2,CC6,CD3,CE8
2,95,CA4,CB1,CC6,CD1,CE3
2,96,CA8,CB2,CC4,CD5,CE9
2,97,CA7,CB2,CC4,CD3,CE7
2,98,CA4,CB2,CC6,CD3,CE9
2,99,CA6,CB2,CC7,CD6,CE3
2,100,CA3,CB1,CC7,CD5,CE6
2,101,CA8,CB3,CC3,CD2,CE9
2,102,CA1,CB3,CC7,CD2,CE6
2,103,CA2,CB2,CC3,CD3,CE3
2,104,CA2,CB1,CC2,CD5,CE9
2,105,CA4,CB2,CC7,CD3,CE6
2,106,CA7,CB2,CC4,CD3,CE9
2,107,CA5,CB2,CC7,CD5,CE6
2,108,CA4,CB1,CC3,CD2,CE9
2,109,CA1,CB1,CC4,CD3,CE3
2,110,CA4,CB2,CC4,CD3,CE8
2,111,CA1,CB2,CC6,CD5,CE6
2,112,CA2,CB2,CC6,CD3,CE6
2,113,CA8,CB3,CC3,CD3,CE8
2,114,CA2,CB2,CC2,CD6,CE9
2,115,CA8,CB2,CC2,CD3,CE3
2,116,CA7,CB3,CC2,CD5,CE9
2,117,CA2,CB3,CC7,CD3,CE7
2,118,CA6,CB2,CC7,CD3,CE7
2,119,CA1,CB2,CC6,CD3,CE8
2,120,CA6,CB3,CC2,CD2,CE9
2,121,CA6,CB1,CC2,CD3,CE2
2,122,CA7,CB1,CC2,CD6,CE6
2,123,CA4,CB3,CC2,CD5,CE4
2,124,CA8,CB2,CC6,CD3,CE7
2,125,CA1,CB3,CC5,CD6,CE6
2,126,CA3,CB2,CC7,CD6,CE7
2,127,CA6,CB2,CC6,CD3,CE9
2,128,CA4,CB2,CC6,CD3,CE9
2,129,CA2,CB2,CC6,CD6,CE9
2,130,CA1,CB2,CC6,CD2,CE9
2,131,CA7,CB2,CC3,CD6,CE2
2,132,CA4,CB2,CC4,CD5,CE6
2,133,CA8,CB2,CC4,CD5,CE7
2,134,CA7,CB1,CC7,CD3,CE9
2,135,CA4,CB2,CC7,CD3,CE8
2,136,CA4,CB2,CC4,CD3,CE2
2,137,CA5,CB2,CC1,CD6,CE4
2,138,CA8,CB2,CC2,CD2,CE8
2,139,CA7,CB2,CC4,CD5,CE2
2,140,CA1,CB2,CC6,CD6,CE3
2,141,CA6,CB3,CC5,CD1,CE7
2,142,CA8,CB3,CC2,CD2,CE9
2,143,CA6,CB2,CC3,CD3,CE7
2,144,CA2,CB2,CC7,CD3,CE9
2,145,CA4,CB2,CC4,CD3,CE9
2,146,CA1,CB2,CC2,CD5,CE6
2,147,CA4,CB2,CC4,CD5,CE3
2,148,CA8,CB2,CC6,CD3,CE8
2,149,CA8,CB2,CC4,CD3,CE2
2,150,CA2,CB2,CC6,CD2,CE6
2,151,CA3,CB3,CC1,CD6,CE9
2,152,CA6,CB1,CC6,CD5,CE6
2,153,CA8,CB2,CC3,CD3,CE9
2,154,CA1,CB2,CC2,CD3,CE4
2,155,CA2,CB1,CC7,CD6,CE4
2,156,CA8,CB2,CC5,CD3,CE3
2,157,CA4,CB1,CC2,CD3,CE8
2,158,CA8,CB3,CC7,CD3,CE8
2,159,CA2,CB2,CC7,CD1,CE9
2,160,CA5,CB1,CC6,CD3,CE7
2,161,CA3,CB2,CC4,CD3,CE6
2,162,CA3,CB2,CC7,CD2,CE9
2,163,CA4,CB3,CC6,CD5,CE8
2,164,CA4,CB2,CC2,CD2,CE6
2,165,CA4,CB2,CC6,CD2,CE9
2,166,CA8,CB2,CC6,CD5,CE3
2,167,CA7,CB2,CC4,CD3,CE8
2,168,CA6,CB2,CC2,CD3,CE9
2,169,CA3,CB2,CC6,CD3,CE8
2,170,CA6,CB2,CC2,CD2,CE8
2,171,CA7,CB1,CC2,CD5,CE9
2,172,CA7,CB2,CC6,CD6,CE2
2,173,CA4,CB2,CC6,CD5,CE6
2,174,CA7,CB2,CC2,CD5,CE3
2,175,CA7,CB3,CC7,CD2,CE6
2,176,CA1,CB3,CC7,CD3,CE1
2,177,CA8,CB2,CC3,CD3,CE3
2,178,CA4,CB3,CC6,CD5,CE9
2,179,CA4,CB3,CC7,CD5,CE6
2,180,CA4,CB2,CC4,CD3,CE4
2,181,CA6,CB2,CC4,CD6,CE6
2,182,CA6,CB3,CC3,CD2,CE7
2,183,CA5,CB3,CC3,CD3,CE6
2,184,CA8,CB3,CC5,CD1,CE9
2,185,CA6,CB3,CC6,CD3,CE4
2,186,CA4,CB1,CC2,CD5,CE8
2,187,CA4,CB2,CC5,CD2,CE9
2,188,CA7,CB2,CC2,CD5,CE3
2,189,CA4,CB2,CC2,CD3,CE9
2,190,CA2,CB2,CC2,CD5,CE8
2,191,CA1,CB3,CC2,CD2,CE7
2,192,CA8,CB3,CC5,CD5,CE4
2,193,CA8,CB2,CC2,CD3,CE8
2,194,CA1,CB3,CC6,CD5,CE3
2,195,CA3,CB2,CC4,CD3,CE8
2,196,CA2,CB2,CC6,CD3,CE7
2,197,CA1,CB2,CC5,CD3,CE7
2,198,CA8,CB1,CC3,CD3,CE7
2,199,CA1,CB2,CC7,CD3,CE3
2,200,CA8,CB3,CC7,CD2,CE9
2,201,CA1,CB3,CC4,CD5,CE8
2,202,CA8,CB2,CC6,CD5,CE6
2,203,CA6,CB2,CC3,CD5,CE9
2,204,CA4,CB1,CC2,CD3,CE3
2,205,CA4,CB2,CC4,CD3,CE6
2,206,CA7,CB2,CC6,CD5,CE6
2,207,CA3,CB1,CC2,CD3,CE7
2,208,CA6,CB2,CC2,CD5,CE9
2,209,CA5,CB2,CC2,CD3,CE6
2,210,CA4,CB3,CC4,CD3,CE6
2,211,CA8,CB1,CC6,CD3,CE8
2,212,CA5,CB3,CC4,CD3,CE7
2,213,CA7,CB3,CC6,CD3,CE8
2,214,CA6,CB3,CC2,CD1,CE8
2,215,CA1,CB3,CC4,CD2,CE7
2,216,CA7,CB1,CC7,CD3,CE8
2,217,CA2,CB3,CC2,CD6,CE8
2,218,CA8,CB1,CC1,CD3,CE9
2,219,CA1,CB2,CC3,CD6,CE6
2,220,CA3,CB2,CC4,CD2,CE8
2,221,CA1,CB2,CC1,CD2,CE8
2,222,CA4,CB3,CC7,CD3,CE6
2,223,CA7,CB2,CC7,CD3,CE9
2,224,CA3,CB2,CC7,CD2,CE4
2,225,CA1,CB2,CC2,CD3,CE9
2,226,CA3,CB2,CC3,CD6,CE7
2,227,CA7,CB2,CC6,CD3,CE6
2,228,CA1,CB2,CC4,CD3,CE6
2,229,CA2,CB3,CC6,CD1,CE8
2,230,CA1,CB3,CC4,CD6,CE6
2,231,CA6,CB2,CC7,CD6,CE6
2,232,CA4,CB2,CC7,CD3,CE9
2,233,CA3,CB1,CC7,CD3,CE3
2,234,CA6,CB2,CC2,CD6,CE7
2,235,CA3,CB2,CC2,CD5,CE9
2,236,CA6,CB2,CC5,CD3,CE8
2,237,CA7,CB3,CC6,CD2,CE7
2,238,CA2,CB2,CC6,CD3,CE2
2,239,CA8,CB3,CC2,CD5,CE3
2,240,CA2,CB2,CC2,CD5,CE8
2,241,CA3,CB1,CC2,CD5,CE9
2,242,CA2,CB3,CC4,CD6,CE9
2,243,CA4,CB2,CC3,CD2,CE9
2,244,CA4,CB2,CC6,CD3,CE9
2,245,CA5,CB2,CC2,CD5,CE3
2,246,CA8,CB1,CC6,CD3,CE6
2,247,CA8,CB2,CC7,CD5,CE4
2,248,CA2,CB2,CC2,CD5,CE6
2,249,CA6,CB3,CC5,CD3,CE9
2,250,CA1,CB2,CC2,CD5,CE7
2,251,CA4,CB2,CC2,CD2,CE6
2,252,CA3,CB1,CC4,CD3,CE3
2,253,CA3,CB3,CC2,CD2,CE7
2,254,CA4,CB2,CC4,CD5,CE6
2,255,CA7,CB3,CC4,CD3,CE9
2,256,CA1,CB3,CC4,CD3,CE8
2,257,CA8,CB2,CC7,CD2,CE6
2,258,CA7,CB2,CC2,CD3,CE8
2,259,CA2,CB1,CC4,CD2,CE8
2,260,CA8,CB2,CC7,CD5,CE9
2,261,CA5,CB3,CC7,CD1,CE6
2,262,CA8,CB1,CC2,CD6,CE9
2,263,CA2,CB2,CC6,CD5,CE2
2,264,CA5,CB2,CC7,CD2,CE3
2,265,CA3,CB2,CC4,CD5,CE6
2,266,CA3,CB2,CC2,CD1,CE8
2,267,CA6,CB3,CC5,CD5,CE7
2,268,CA8,CB2,CC2,CD5,CE9
2,269,CA7,CB3,CC6,CD1,CE9
2,270,CA6,CB2,CC6,CD3,CE8
2,271,CA5,CB2,CC2,CD5,CE2
2,272,CA8,CB2,CC2,CD3,CE7
2,273,CA5,CB1,CC2,CD1,CE7
2,274,CA8,CB2,CC4,CD2,CE9
2,275,CA7,CB1,CC3,CD6,CE8
2,276,CA2,CB2,CC4,CD6,CE6
2,277,CA7,CB1,CC6,CD3,CE8
2,278,CA1,CB2,CC6,CD5,CE7
2,279,CA3,CB2,CC6,CD5,CE8
2,280,CA2,CB2,CC4,CD2,CE9
2,281,CA5,CB2,CC3,CD2,CE9
2,282,CA7,CB1,CC4,CD2,CE9
2,283,CA1,CB2,CC6,CD3,CE7
2,284,CA5,CB2,CC2,CD2,CE8
2,285,CA8,CB2,CC6,CD6,CE9
2,286,CA2,CB2,CC7,CD3,CE8
2,287,CA6,CB2,CC7,CD3,CE4
2,288,CA6,CB2,CC4,CD3,CE8
2,289,CA1,CB2,CC6,CD3,CE7
2,290,CA4,CB1,CC6,CD2,CE8
2,291,CA6,CB1,CC7,CD6,CE9
2,292,CA1,CB3,CC5,CD2,CE6
2,293,CA8,CB2,CC2,CD3,CE4
2,294,CA5,CB1,CC4,CD6,CE6
2,295,CA1,CB2,CC7,CD5,CE8
2,296,CA2,CB2,CC6,CD3,CE6
2,297,CA8,CB2,CC2,CD5,CE9
2,298,CA6,CB2,CC2,CD2,CE8
2,299,CA1,CB2,CC7,CD3,CE7
2,300,CA3,CB1,CC5,CD1,CE3
2,301,CA4,CB2,CC4,CD2,CE2
2,302,CA1,CB2,CC3,CD2,CE9
2,303,CA4,CB2,CC6,CD6,CE4
2,304,CA4,CB3,CC6,CD6,CE3
2,305,CA2,CB1,CC6,CD3,CE3
2,306,CA6,CB2,CC3,CD6,CE8
2,307,CA7,CB2,CC4,CD5,CE9
2,308,CA2,CB2,CC6,CD3,CE9
2,309,CA6,CB3,CC4,CD2,CE6
2,310,CA6,CB1,CC3,CD3,CE7
2,311,CA8,CB2,CC2,CD3,CE7
2,312,CA7,CB3,CC4,CD3,CE1
2,313,CA8,CB2,CC7,CD6,CE4
2,314,CA4,CB1,CC2,CD3,CE8
2,315,CA2,CB1,CC2,CD3,CE3
2,316,CA8,CB3,CC3,CD5,CE8
2,317,CA1,CB2,CC7,CD6,CE9
2,318,CA4,CB2,CC1,CD5,CE7
2,319,CA1,CB2,CC2,CD5,CE3
2,320,CA8,CB3,CC7,CD3,CE8
2,321,CA8,CB2,CC6,CD3,CE9
2,322,CA6,CB2,CC6,CD3,CE7
2,323,CA4,CB2,CC4,CD3,CE9
2,324,CA2,CB3,CC5,CD3,CE8
2,325,CA2,CB2,CC6,CD3,CE3
2,326,CA1,CB3,CC3,CD3,CE7
2,327,CA5,CB2,CC7,CD5,CE7
2,328,CA1,CB3,CC7,CD6,CE7
2,329,CA3,CB2,CC2,CD6,CE7
2,330,CA6,CB2,CC6,CD2,CE7
2,331,CA6,CB1,CC7,CD5,CE9
2,332,CA1,CB3,CC4,CD6,CE9
2,333,CA4,CB2,CC6,CD3,CE7
2,334,CA6,CB3,CC4,CD6,CE7
2,335,CA8,CB1,CC2,CD5,CE4
2,336,CA4,CB1,CC2,CD5,CE8
2,337,CA8,CB2,CC4,CD5,CE9
2,338,CA2,CB2,CC6,CD5,CE7
2,339,CA1,CB2,CC3,CD5,CE9
2,340,CA4,CB2,CC4,CD6,CE8
2,341,CA2,CB2,CC6,CD6,CE3
2,342,CA7,CB2,CC7,CD3,CE9
2,343,CA2,CB3,CC4,CD5,CE3
2,344,CA3,CB2,CC2,CD2,CE9
2,345,CA7,CB3,CC6,CD2,CE9
2,346,CA6,CB2,CC6,CD6,CE7
2,347,CA5,CB1,CC6,CD5,CE4
2,348,CA6,CB2,CC7,CD5,CE6
2,349,CA4,CB2,CC2,CD3,CE6
2,350,CA1,CB3,CC1,CD3,CE3
2,351,CA1,CB3,CC6,CD3,CE6
2,352,CA5,CB2,CC4,CD3,CE8
2,353,CA1,CB2,CC4,CD2,CE6
2,354,CA1,CB2,CC3,CD3,CE4
2,355,CA8,CB2,CC7,CD3,CE8
2,356,CA8,CB2,CC2,CD5,CE9
2,357,CA1,CB1,CC2,CD2,CE7
2,358,CA1,CB2,CC2,CD6,CE2
2,359,CA8,CB2,CC7,CD5,CE6
2,360,CA2,CB1,CC2,CD3,CE3
2,361,CA2,CB3,CC1,CD3,CE6
2,362,CA6,CB2,CC3,CD5,CE3
2,363,CA1,CB1,CC2,CD5,CE7
2,364,CA2,CB1,CC7,CD3,CE7
2,365,CA8,CB2,CC3,CD2,CE7
2,366,CA6,CB2,CC4,CD5,CE7
2,367,CA5,CB2,CC4,CD2,CE3
2,368,CA4,CB2,CC7,CD3,CE9
2,369,CA7,CB2,CC7,CD5,CE5
2,370,CA1,CB1,CC2,CD3,CE8
2,371,CA8,CB2,CC7,CD5,CE6
2,372,CA8,CB2,CC2,CD6,CE6
2,373,CA6,CB3,CC7,CD5,CE8
2,374,CA1,CB2,CC4,CD3,CE6
2,375,CA6,CB2,CC7,CD3,CE8
2,376,CA8,CB1,CC4,CD3,CE8
2,377,CA5,CB3,CC7,CD6,CE2
2,378,CA4,CB2,CC6,CD1,CE8
2,379,CA1,CB2,CC3,CD3,CE8
2,380,CA7,CB1,CC3,CD3,CE7
2,381,CA8,CB1,CC7,CD5,CE8
2,382,CA1,CB2,CC1,CD3,CE3
2,383,CA7,CB2,CC1,CD3,CE8
2,384,CA1,CB2,CC4,CD5,CE6
2,385,CA8,CB2,CC7,CD3,CE8
2,386,CA6,CB1,CC1,CD3,CE8
2,387,CA5,CB2,CC7,CD3,CE7
2,388,CA3,CB2,CC7,CD5,CE9
2,389,CA8,CB2,CC2,CD3,CE3
2,390,CA2,CB2,CC3,CD3,CE2
2,391,CA7,CB2,CC2,CD6,CE8
2,392,CA8,CB2,CC5,CD6,CE8
2,393,CA7,CB2,CC6,CD6,CE8
2,394,CA5,CB2,CC6,CD6,CE8
2,395,CA1,CB2,CC6,CD5,CE9
2,396,CA4,CB1,CC3,CD2,CE2
2,397,CA4,CB3,CC6,CD5,CE9
2,398,CA2,CB2,CC3,CD6,CE6
2,399,CA4,CB3,CC6,CD5,CE9
2,400,CA4,CB2,CC2,CD5,CE8
2,401,CA2,CB3,CC6,CD2,CE8
2,402,CA4,CB2,CC2,CD3,CE2
2,403,CA2,CB2,CC3,CD6,CE6
2,404,CA5,CB3,CC5,CD3,CE9
2,405,CA1,CB2,CC4,CD3,CE9
2,406,CA8,CB3,CC7,CD3,CE6
2,407,CA7,CB2,CC4,CD2,CE7
2,408,CA5,CB2,CC1,CD3,CE8
2,409,CA8,CB2,CC6,CD3,CE9
2,410,CA8,CB3,CC2,CD3,CE8
2,411,CA1,CB2,CC7,CD3,CE6
2,412,CA6,CB3,CC6,CD1,CE9
2,413,CA8,CB1,CC2,CD5,CE7
2,414,CA8,CB2,CC2,CD6,CE7
2,415,CA6,CB3,CC4,CD3,CE4
2,416,CA1,CB2,CC5,CD3,CE7
2,417,CA6,CB3,CC2,CD3,CE3
2,418,CA1,CB1,CC2,CD3,CE6
2,419,CA2,CB2,CC2,CD5,CE8
2,420,CA8,CB1,CC2,CD5,CE2
2,421,CA3,CB1,CC7,CD2,CE7
2,422,CA6,CB3,CC6,CD2,CE6
2,423,CA2,CB2,CC6,CD3,CE8
2,424,CA8,CB2,CC4,CD1,CE8
2,425,CA6,CB3,CC2,CD2,CE9
2,426,CA3,CB1,CC6,CD2,CE8
2,427,CA7,CB1,CC2,CD3,CE6
2,428,CA1,CB3,CC2,CD3,CE5
2,429,CA4,CB2,CC4,CD6,CE5
2,430,CA2,CB3,CC7,CD5,CE2
2,431,CA6,CB2,CC7,CD2,CE9
2,432,CA1,CB2,CC6,CD3,CE8
2,433,CA4,CB2,CC1,CD6,CE2
2,434,CA2,CB2,CC2,CD3,CE3
2,435,CA5,CB2,CC5,CD5,CE9
2,436,CA4,CB2,CC4,CD5,CE3
2,437,CA6,CB3,CC7,CD2,CE8
2,438,CA1,CB3,CC5,CD2,CE7
2,439,CA6,CB2,CC6,CD2,CE9
2,440,CA2,CB2,CC6,CD3,CE9
2,441,CA2,CB2,CC7,CD5,CE7
2,442,CA7,CB2,CC2,CD6,CE8
2,443,CA8,CB3,CC4,CD3,CE8
2,444,CA3,CB3,CC7,CD5,CE8
2,445,CA7,CB3,CC7,CD6,CE6
2,446,CA1,CB2,CC4,CD5,CE6
2,447,CA6,CB2,CC6,CD6,CE9
2,448,CA7,CB2,CC4,CD1,CE8
2,449,CA1,CB2,CC6,CD3,CE9
2,450,CA4,CB2,CC3,CD3,CE3
2,451,CA8,CB2,CC1,CD3,CE9
2,452,CA1,CB2,CC6,CD3,CE6
2,453,CA1,CB1,CC6,CD3,CE8
2,454,CA6,CB2,CC2,CD3,CE6
2,455,CA4,CB2,CC6,CD5,CE9
2,456,CA7,CB2,CC6,CD3,CE9
2,457,CA8,CB2,CC3,CD2,CE9
2,458,CA3,CB2,CC6,CD5,CE2
2,459,CA4,CB2,CC7,CD3,CE9
2,460,CA4,CB2,CC1,CD1,CE8
2,461,CA6,CB2,CC6,CD4,CE8
2,462,CA8,CB1,CC6,CD5,CE8
2,463,CA6,CB2,CC4,CD5,CE8
2,464,CA4,CB3,CC5,CD3,CE6
2,465,CA2,CB2,CC4,CD3,CE6
2,466,CA8,CB2,CC6,CD5,CE3
2,467,CA1,CB2,CC2,CD6,CE9
2,468,CA6,CB2,CC5,CD5,CE8
2,469,CA8,CB2,CC3,CD5,CE6
2,470,CA6,CB2,CC7,CD3,CE8
2,471,CA4,CB3,CC3,CD6,CE9
2,472,CA2,CB2,CC5,CD3,CE9
2,473,CA4,CB3,CC4,CD3,CE9
2,474,CA6,CB1,CC7,CD2,CE2
2,475,CA6,CB2,CC5,CD2,CE8
2,476,CA8,CB3,CC4,CD3,CE3
2,477,CA8,CB2,CC2,CD6,CE8
2,478,CA7,CB2,CC2,CD3,CE8
2,479,CA8,CB3,CC6,CD3,CE3
2,480,CA2,CB2,CC2,CD3,CE6
2,481,CA4,CB2,CC2,CD3,CE9
2,482,CA4,CB2,CC1,CD2,CE3
2,483,CA5,CB2,CC2,CD6,CE3
2,484,CA6,CB2,CC4,CD2,CE3
2,485,CA3,CB2,CC4,CD3,CE9
2,486,CA1,CB1,CC7,CD3,CE8
2,487,CA4,CB2,CC3,CD2,CE6
2,488,CA3,CB1,CC2,CD2,CE2
2,489,CA8,CB2,CC6,CD6,CE6
2,490,CA8,CB2,CC2,CD3,CE8
2,491,CA8,CB3,CC3,CD1,CE6
2,492,CA6,CB3,CC6,CD3,CE6
2,493,CA4,CB3,CC3,CD3,CE9
2,494,CA5,CB3,CC7,CD2,CE1
2,495,CA7,CB2,CC6,CD3,CE6
2,496,CA1,CB2,CC2,CD3,CE7
2,497,CA7,CB3,CC6,CD5,CE3
2,498,CA1,CB3,CC5,CD3,CE3
2,499,CA7,CB1,CC6,CD3,CE8
2,500,CA7,CB3,CC7,CD5,CE2
2,501,CA1,CB3,CC2,CD6,CE3
2,502,CA6,CB2,CC5,CD3,CE6
2,503,CA5,CB2,CC4,CD5,CE9
2,504,CA2,CB2,CC2,CD5,CE9
2,505,CA1,CB2,CC4,CD6,CE7
2,506,CA7,CB3,CC6,CD3,CE7
2,507,CA6,CB3,CC2,CD3,CE6
2,508,CA8,CB2,CC2,CD6,CE7
2,509,CA8,CB2,CC5,CD3,CE8
2,510,CA8,CB2,CC5,CD2,CE3
2,511,CA1,CB2,CC4,CD3,CE6
2,512,CA8,CB3,CC6,CD5,CE8
2,513,CA2,CB2,CC2,CD3,CE7
2,514,CA4,CB2,CC5,CD2,CE7
2,515,CA7,CB2,CC2,CD6,CE7
2,516,CA2,CB2,CC6,CD3,CE9
2,517,CA6,CB2,CC2,CD3,CE9
2,518,CA2,CB2,CC2,CD5,CE8
2,519,CA1,CB2,CC4,CD2,CE3
2,520,CA1,CB2,CC2,CD6,CE7
2,521,CA4,CB3,CC2,CD3,CE9
2,522,CA1,CB2,CC4,CD5,CE3
2,523,CA4,CB2,CC5,CD5,CE6
2,524,CA6,CB2,CC1,CD3,CE8
2,525,CA4,CB3,CC4,CD6,CE2
2,526,CA1,CB2,CC6,CD5,CE8
2,527,CA1,CB2,CC2,CD6,CE9
2,528,CA2,CB1,CC7,CD6,CE6
2,529,CA2,CB2,CC4,CD6,CE7
2,530,CA8,CB3,CC3,CD6,CE9
2,531,CA1,CB1,CC6,CD5,CE6
2,532,CA7,CB2,CC6,CD5,CE3
2,533,CA6,CB3,CC2,CD5,CE7
2,534,CA6,CB2,CC6,CD3,CE8
2,535,CA5,CB2,CC7,CD3,CE6
2,536,CA8,CB3,CC4,CD3,CE6
2,537,CA4,CB2,CC3,CD3,CE6
2,538,CA7,CB3,CC2,CD5,CE2
2,539,CA5,CB3,CC6,CD3,CE3
2,540,CA4,CB2,CC6,CD6,CE8
2,541,CA8,CB1,CC2,CD1,CE9
2,542,CA6,CB2,CC6,CD3,CE3
2,543,CA1,CB2,CC4,CD3,CE9
2,544,CA4,CB2,CC2,CD5,CE8
2,545,CA7,CB3,CC6,CD3,CE8
2,546,CA6,CB2,CC3,CD5,CE3
2,547,CA8,CB1,CC4,CD5,CE6
2,548,CA2,CB3,CC7,CD3,CE7
2,549,CA7,CB2,CC6,CD3,CE2
2,550,CA4,CB2,CC2,CD5,CE9
2,551,CA6,CB3,CC2,CD2,CE7
2,552,CA8,CB2,CC2,CD2,CE9
2,553,CA8,CB2,CC2,CD3,CE9
2,554,CA8,CB3,CC4,CD3,CE8
2,555,CA4,CB2,CC4,CD3,CE6
2,556,CA8,CB2,CC6,CD3,CE6
2,557,CA6,CB2,CC2,CD3,CE7
2,558,CA4,CB2,CC6,CD1,CE2
2,559,CA1,CB1,CC1,CD1,CE7
2,560,CA7,CB3,CC6,CD6,CE6
2,561,CA5,CB2,CC3,CD3,CE8
2,562,CA7,CB3,CC5,CD5,CE8
2,563,CA7,CB2,CC7,CD5,CE8
2,564,CA7,CB2,CC2,CD6,CE3
2,565,CA3,CB2,CC5,CD6,CE8
2,566,CA7,CB3,CC6,CD2,CE9
2,567,CA5,CB1,CC2,CD3,CE8
2,568,CA4,CB2,CC3,CD3,CE9
2,569,CA6,CB2,CC7,CD6,CE6
